Longitude,Latitude,Hour,Weekday,Weekend,Final Noise Complaint Category
-73.98677393,40.72426205,0,0,1,0.04
-73.9465173,40.8381267,0,0,1,0.0
-73.95243555,40.81985224,0,0,1,0.2
-73.98628316,40.75991356,0,0,1,0.2
-73.97216757,40.78984238,0,0,1,0.0
-74.00317578,40.74404969,0,0,1,0.0
-73.98941364,40.73165944,0,0,1,0.0
-73.93535231,40.79507004,0,0,1,0.36
-73.9528687,40.80000807,0,0,1,0.32
-73.95180108,40.81291606,0,0,1,0.24
-74.01056403,40.70460434,0,0,1,0.08
-73.93939881,40.83309761,0,0,1,0.04
-73.93008216,40.85430893,0,0,1,0.12
-73.93895561,40.81988157,0,0,1,0.08
-73.91894337,40.86446252,0,0,1,0.0
-73.93827921,40.82462134,0,0,1,0.24
-73.94584769,40.7816839,1,0,1,0.04
-73.98674961,40.71959321,1,0,1,0.12
-73.94865706,40.80495226,1,0,1,0.12
-73.94976475,40.78744962,1,0,1,0.12
-73.94920446,40.7834448,1,0,1,0.0
-73.9208924,40.86721132,1,0,1,0.12
-73.99700836,40.74222718,1,0,1,0.04
-73.91894337,40.86446252,1,0,1,0.12
-73.95095609,40.80754154,1,0,1,0.0
-73.95245707,40.79984321,1,0,1,0.24
-73.95734768,40.80524126,1,0,1,0.16
-73.99192364,40.7124875,1,0,1,0.0
-73.92941921,40.85567264,1,0,1,0.28
-73.97426871,40.7261099,1,0,1,0.04
-73.9356483,40.84754647,1,0,1,0.0
-73.91894337,40.86446252,1,0,1,0.12
-73.99611236,40.75990607,1,0,1,0.0
-73.98230696,40.73996968,2,0,1,0.0
-73.98432432,40.73934142,2,0,1,0.28
-73.92753845,40.86655696,2,0,1,0.28
-73.95734768,40.80524126,2,0,1,0.0
-73.91894337,40.86446252,2,0,1,0.04
-73.95297806,40.82416166,2,0,1,0.2
-73.91900905,40.86693554,2,0,1,0.04
-73.91894337,40.86446252,2,0,1,0.04
-73.9398319,40.82570632,3,0,1,0.0
-73.99036844,40.71614615,3,0,1,0.0
-74.00297647,40.72574768,3,0,1,0.0
-73.98699982,40.76844979,4,0,1,0.0
-73.95441428,40.80572595,4,0,1,0.0
-73.93745232,40.84326847,4,0,1,0.0
-73.92684263,40.86805512,4,0,1,0.04
-73.92700182,40.86795092,5,0,1,0.0
-73.92872774,40.86674159,5,0,1,0.0
-73.92591736,40.86776908,5,0,1,0.0
-73.92886552,40.85623771,6,0,1,0.0
-73.94805981,40.82969016,6,0,1,0.0
-73.96031771,40.81596046,6,0,1,0.0
-73.98916565,40.74789462,7,0,1,0.0
-73.94956168,40.81238812,7,0,1,0.0
-73.97928435,40.78184023,9,0,1,0.0
-73.98223737,40.73029441,9,0,1,0.12
-73.96476706,40.79156679,9,0,1,0.0
-73.9715409,40.76051196,9,0,1,0.0
-73.98213652,40.76999442,9,0,1,0.0
-73.94559615,40.824378,9,0,1,0.0
-74.0041103,40.7413351,9,0,1,0.0
-73.96859106,40.77659071,10,0,1,0.04
-73.95607351,40.80384372,10,0,1,0.0
-74.00398052,40.74364344,10,0,1,0.0
-73.97729446,40.78270445,10,0,1,0.08
-73.92161287,40.86638017,10,0,1,0.04
-73.98859213,40.74603637,10,0,1,0.0
-74.00376305,40.72698005,10,0,1,0.0
-73.98306559,40.72251864,11,0,1,0.0
-73.92078779,40.86701363,11,0,1,0.0
-73.98717987,40.73329234,12,0,1,0.0
-73.9787614,40.72327548,12,0,1,0.0
-73.92941921,40.85567264,12,0,1,0.2
-73.9272369,40.85798233,12,0,1,0.12
-73.96655233,40.78910804,12,0,1,0.0
-73.98750831,40.73282302,12,0,1,0.0
-73.99290962,40.73479421,12,0,1,0.0
-74.00941937,40.72070521,12,0,1,0.0
-73.93950243,40.81848754,13,0,1,0.0
-73.98114462,40.7412705,13,0,1,0.0
-73.93192214,40.85427984,13,0,1,0.04
-73.98499969,40.76891615,14,0,1,0.0
-74.00270234,40.7273616,14,0,1,0.0
-73.95692167,40.78257512,14,0,1,0.0
-73.9420972,40.84257099,14,0,1,0.0
-73.96975264,40.79549317,14,0,1,0.0
-73.92922502,40.86150776,15,0,1,0.0
-73.98750831,40.73282302,15,0,1,0.0
-73.94295531,40.81125696,15,0,1,0.04
-73.92686419,40.86488501,15,0,1,0.0
-73.92922502,40.86150776,16,0,1,0.16
-73.92932247,40.86165878,16,0,1,0.16
-73.96975264,40.79549317,16,0,1,0.08
-73.92068832,40.86553417,16,0,1,0.08
-73.92882081,40.86085976,16,0,1,0.16
-73.92043875,40.86562457,16,0,1,0.08
-73.92267041,40.8648164,16,0,1,0.0
-73.92043875,40.86562457,17,0,1,0.12
-73.92068832,40.86553417,17,0,1,0.12
-73.92043875,40.86562457,17,0,1,0.12
-73.92043875,40.86562457,17,0,1,0.12
-73.98637583,40.73038006,17,0,1,0.0
-73.9429719,40.83406283,17,0,1,0.0
-73.94968151,40.80202409,17,0,1,0.0
-73.96483665,40.79656496,18,0,1,0.08
-73.9312892,40.85811381,18,0,1,0.0
-73.99082238,40.72041154,18,0,1,0.12
-73.96859106,40.77659071,18,0,1,0.04
-73.9385201,40.81809178,18,0,1,0.0
-73.96035822,40.81466222,18,0,1,0.04
-73.9528687,40.80000807,18,0,1,0.0
-73.92045978,40.86919818,19,0,1,0.0
-73.92154994,40.86456039,19,0,1,0.08
-73.92723861,40.85311597,19,0,1,0.0
-73.92935139,40.86166428,19,0,1,0.48
-73.92154994,40.86456039,19,0,1,0.08
-73.99440848,40.76110546,19,0,1,0.0
-73.94664702,40.81157163,19,0,1,0.08
-73.98256528,40.71811323,20,0,1,0.0
-73.93983557,40.81366524,20,0,1,0.0
-74.00115153,40.76202507,20,0,1,0.0
-73.93192214,40.85427984,20,0,1,0.04
-73.95526007,40.82104732,20,0,1,0.12
-74.01340661,40.70711825,20,0,1,0.0
-73.92085107,40.86549036,20,0,1,0.08
-73.94979915,40.77534535,20,0,1,0.0
-73.96174876,40.75868387,20,0,1,0.12
-73.97770831,40.78690123,21,0,1,0.0
-73.97322058,40.79354527,21,0,1,0.0
-73.96483665,40.79656496,21,0,1,0.08
-73.95096982,40.82812969,21,0,1,0.04
-73.94979915,40.77534535,21,0,1,0.0
-73.91921472,40.86727603,21,0,1,0.08
-73.98843338,40.7249841,21,0,1,0.0
-73.98576601,40.71374675,21,0,1,0.04
-73.96174876,40.75868387,21,0,1,0.08
-73.95239582,40.81983575,21,0,1,0.16
-73.92985718,40.85170132,21,0,1,0.04
-73.98724809,40.73506271,21,0,1,0.0
-73.94921038,40.82301826,21,0,1,0.0
-73.92976687,40.85164363,21,0,1,0.04
-73.95257668,40.78910863,21,0,1,0.04
-73.9362273,40.82043727,22,0,1,0.0
-73.97999071,40.73836087,22,0,1,0.08
-74.01646739,40.71594775,22,0,1,0.0
-73.94328816,40.78947222,22,0,1,0.04
-73.95411118,40.77382382,22,0,1,0.0
-73.92799687,40.86724342,22,0,1,0.28
-73.92805946,40.86620047,22,0,1,0.28
-73.9384655,40.79899671,22,0,1,0.0
-73.94238075,40.78642512,22,0,1,0.04
-73.94328816,40.78947222,22,0,1,0.04
-73.9957775,40.74665443,22,0,1,0.0
-73.97122378,40.80105436,22,0,1,0.0
-73.93540303,40.84701386,22,0,1,0.32
-74.01637109,40.70572353,23,0,1,0.16
-73.94113675,40.84561439,23,0,1,0.0
-73.94139198,40.81847205,23,0,1,0.04
-73.95676075,40.76902704,23,0,1,0.0
-73.96835477,40.78824945,23,0,1,0.76
-73.91706434,40.86368993,23,0,1,0.08
-74.01611879,40.70645092,23,0,1,0.16
-73.92879502,40.85455791,23,0,1,0.16
-73.92872774,40.86674159,23,0,1,0.44
-73.95314595,40.79097253,23,0,1,0.0
-73.97410621,40.79146771,23,0,1,0.0
-73.94778008,40.82699197,23,0,1,0.08
-73.99208259,40.74091496,0,0,1,0.0
-73.96455113,40.79692992,0,0,1,0.04
-73.94581962,40.80730045,0,0,1,0.08
-73.9413558,40.81853516,0,0,1,0.12
-73.99632948,40.75011283,0,0,1,0.72
-73.98712272,40.76761814,0,0,1,0.08
-73.97828233,40.77631489,0,0,1,0.0
-73.93835867,40.82465432,0,0,1,0.24
-73.91921472,40.86727603,1,0,1,0.08
-73.97464061,40.79170113,1,0,1,0.0
-73.97813071,40.77625174,1,0,1,0.04
-73.98373582,40.72579598,1,0,1,0.12
-73.93843451,40.82468729,1,0,1,0.12
-73.94809995,40.82456305,1,0,1,0.08
-73.97419882,40.79478336,1,0,1,0.0
-73.91841532,40.86758287,1,0,1,0.08
-73.97747036,40.76442727,1,0,1,0.0
-74.00051596,40.73061417,1,0,1,0.04
-73.95337298,40.81229366,1,0,1,0.12
-73.95252118,40.80110856,1,0,1,0.12
-73.987831,40.76382499,2,0,1,0.0
-73.95086258,40.82166035,2,0,1,0.2
-73.95596628,40.80213371,2,0,1,0.04
-73.93956521,40.82096605,2,0,1,0.04
-73.97182317,40.79295756,2,0,1,0.16
-73.94432902,40.81442778,2,0,1,0.04
-73.95250333,40.80081212,2,0,1,0.0
-73.98879124,40.72091365,2,0,1,0.24
-73.94150347,40.79439263,2,0,1,0.04
-73.90814958,40.87369857,3,0,1,0.0
-73.97719604,40.76432292,3,0,1,0.0
-73.93732319,40.81921373,3,0,1,0.0
-73.9711189,40.79303973,3,0,1,0.0
-73.93001006,40.79916755,3,0,1,0.48
-73.95207071,40.79969209,3,0,1,0.0
-73.92788216,40.86633485,4,0,1,0.16
-73.98038811,40.73679094,4,0,1,0.0
-73.92788216,40.86633485,4,0,1,0.16
-73.93809528,40.85143431,4,0,1,0.0
-73.94987433,40.77619625,6,0,1,0.0
-73.99115566,40.70991835,7,0,1,0.0
-73.95115505,40.77761857,8,0,1,0.08
-73.95115505,40.77761857,8,0,1,0.08
-73.95115505,40.77761857,8,0,1,0.08
-73.95115505,40.77761857,8,0,1,0.08
-73.99576877,40.71360208,8,0,1,0.0
-73.9272369,40.85798233,8,0,1,0.16
-74.01118827,40.70627859,8,0,1,0.0
-74.00643483,40.7095562,8,0,1,0.0
-73.98256528,40.71811323,9,0,1,0.16
-73.98405576,40.74572842,9,0,1,0.24
-73.91799422,40.87188626,9,0,1,0.0
-73.98434444,40.74586021,9,0,1,0.24
-73.98444206,40.7450862,9,0,1,0.24
-74.01034335,40.72351302,9,0,1,0.0
-74.00120517,40.733842,9,0,1,0.24
-73.98217243,40.73026695,9,0,1,0.12
-73.98127097,40.72823843,10,0,1,0.12
-73.99587543,40.73868642,10,0,1,0.0
-73.94899087,40.7841556,10,0,1,0.08
-73.98179047,40.72844712,10,0,1,0.12
-73.93357771,40.84705125,10,0,1,0.0
-73.98511338,40.74482005,10,0,1,0.04
-73.98511338,40.74482005,10,0,1,0.04
-73.96387213,40.75700751,10,0,1,0.0
-74.0098645,40.70579563,11,0,1,0.0
-73.99390924,40.73356188,11,0,1,0.12
-73.93540303,40.84701386,11,0,1,0.0
-73.98340105,40.73724979,12,0,1,0.0
-74.01340661,40.70711825,12,0,1,0.04
-73.98447093,40.74509993,12,0,1,0.04
-73.98447093,40.74509993,12,0,1,0.04
-73.98405576,40.74572842,12,0,1,0.04
-73.98213652,40.76999442,12,0,1,0.0
-73.9918874,40.71389831,12,0,1,0.2
-73.91997795,40.86698562,13,0,1,0.0
-73.98096238,40.74757791,14,0,1,0.0
-73.94740446,40.7993552,14,0,1,0.0
-73.93239997,40.85717578,14,0,1,0.04
-74.00823264,40.72196789,14,0,1,0.52
-74.00823264,40.72196789,14,0,1,0.52
-73.99632948,40.75011283,14,0,1,0.0
-74.00823264,40.72196789,14,0,1,0.52
-73.97670358,40.78927797,15,0,1,0.0
-73.95793671,40.77627633,15,0,1,0.0
-73.98531403,40.71862962,15,0,1,0.04
-73.9886823,40.72507744,15,0,1,0.0
-73.93991998,40.85221752,15,0,1,0.0
-73.91799422,40.87188626,15,0,1,0.0
-73.94131324,40.81763487,15,0,1,0.0
-74.01034335,40.72351302,15,0,1,0.0
-73.93581438,40.84399491,15,0,1,0.0
-73.98535373,40.71855003,15,0,1,0.04
-73.93738121,40.81514883,16,0,1,0.04
-73.93468523,40.84552034,16,0,1,0.04
-73.94274992,40.8274507,16,0,1,0.0
-73.92673485,40.8608612,16,0,1,0.52
-73.92210925,40.86547475,16,0,1,0.04
-73.96187955,40.80135906,16,0,1,0.0
-73.92154994,40.86456039,17,0,1,0.0
-73.92673485,40.8608612,17,0,1,0.32
-73.91587073,40.86984542,17,0,1,0.0
-73.92911015,40.86074466,17,0,1,0.0
-73.96372768,40.77700565,18,0,1,0.0
-73.92882081,40.86085976,18,0,1,0.2
-73.92882081,40.86085976,18,0,1,0.2
-73.92686286,40.85623097,18,0,1,0.0
-73.99177816,40.72217101,18,0,1,0.12
-73.95306575,40.78179137,18,0,1,0.04
-73.93249084,40.84955928,19,0,1,0.0
-73.92068832,40.86553417,19,0,1,0.16
-73.92068832,40.86553417,19,0,1,0.16
-73.91841532,40.86758287,19,0,1,0.16
-73.92913908,40.8607337,19,0,1,0.48
-73.92911015,40.86074466,19,0,1,0.48
-73.93689357,40.85698071,20,0,1,0.0
-73.91983688,40.86703767,20,0,1,0.04
-73.91997795,40.86698562,20,0,1,0.08
-73.95188295,40.8146041,20,0,1,0.12
-73.93763296,40.84334542,20,0,1,0.28
-73.94423039,40.83727475,20,0,1,0.16
-73.94457006,40.82430889,20,0,1,0.04
-73.93788913,40.82445644,20,0,1,0.16
-74.00051596,40.73061417,21,0,1,0.08
-73.95916091,40.77004072,21,0,1,0.0
-73.92356784,40.86411161,21,0,1,0.08
-73.92686286,40.85623097,21,0,1,0.0
-73.94457006,40.82430889,21,0,1,0.04
-73.91636074,40.86833894,21,0,1,0.08
-73.96859106,40.77659071,21,0,1,0.12
-73.91636074,40.86833894,21,0,1,0.08
-73.94134463,40.82710141,21,0,1,0.0
-73.96957551,40.78792864,21,0,1,0.0
-73.94817099,40.79830432,21,0,1,0.04
-73.96859106,40.77659071,21,0,1,0.12
-73.9229236,40.86472325,21,0,1,0.08
-73.92276447,40.86476432,21,0,1,0.08
-73.94817099,40.79830432,21,0,1,0.04
-73.94817099,40.79830432,21,0,1,0.04
-73.99701462,40.76362248,21,0,1,0.0
-73.93450577,40.79651878,22,0,1,0.08
-73.99177816,40.72217101,22,0,1,0.04
-73.91810611,40.86324054,22,0,1,0.28
-73.97181268,40.7921561,22,0,1,0.12
-73.92161287,40.86638017,22,0,1,0.08
-73.99968245,40.738552,22,0,1,0.0
-73.9354959,40.84443114,22,0,1,0.04
-73.94153639,40.82682155,22,0,1,0.28
-73.98123479,40.74143795,22,0,1,0.04
-73.97177296,40.79212864,22,0,1,0.12
-73.94486987,40.78079963,22,0,1,0.12
-73.934391,40.84701329,22,0,1,0.32
-73.94694799,40.82827338,22,0,1,0.08
-73.91846744,40.86340822,22,0,1,0.28
-73.95243555,40.81985224,22,0,1,0.2
-73.94034681,40.79142773,22,0,1,0.12
-74.01527108,40.70594051,22,0,1,0.12
-73.99968245,40.738552,23,0,1,0.0
-74.00317578,40.74404969,23,0,1,0.0
-73.93220479,40.80040399,23,0,1,0.0
-73.94551147,40.83512351,23,0,1,0.16
-73.98795182,40.73452756,23,0,1,0.0
-73.99042252,40.76656174,23,0,1,0.0
-73.9292343,40.86638235,23,0,1,0.0
-73.93667343,40.8300056,23,0,1,0.08
-74.00218389,40.7607762,23,0,1,0.04
-74.00462562,40.73100383,0,0,1,0.08
-73.95586958,40.80633585,0,0,1,0.16
-73.94284545,40.83402708,0,0,1,0.12
-73.94885323,40.77999452,0,0,1,0.2
-73.92879502,40.85455791,0,0,1,0.52
-74.01056403,40.70460434,0,0,1,0.08
-74.00462562,40.73100383,0,0,1,0.08
-73.93450577,40.79651878,0,0,1,0.36
-73.92435229,40.864178,0,0,1,0.32
-73.95280311,40.80082048,0,0,1,0.24
-73.98938081,40.71128509,0,0,1,0.08
-73.9539551,40.80635431,0,0,1,0.04
-73.9528408,40.82410397,0,0,1,0.2
-73.92632977,40.86102837,0,0,1,0.08
-73.94879123,40.78080419,0,0,1,0.2
-73.94082058,40.78660274,0,0,1,0.0
-73.94284545,40.83402708,1,0,1,0.36
-73.99632948,40.75011283,1,0,1,0.32
-73.99814471,40.75666458,1,0,1,0.12
-73.95373092,40.80666712,1,0,1,0.0
-73.98136539,40.73895671,1,0,1,0.12
-73.98136539,40.73895671,1,0,1,0.12
-73.95297806,40.82416166,1,0,1,0.36
-73.98252298,40.74185261,1,0,1,0.04
-73.94276597,40.83399685,1,0,1,0.36
-73.93617051,40.83067777,1,0,1,0.0
-73.94850449,40.82474163,1,0,1,0.08
-73.94348985,40.83266602,1,0,1,0.08
-73.99191298,40.7408628,1,0,1,0.08
-73.99414219,40.71055807,2,0,1,0.0
-73.95075785,40.82159717,2,0,1,0.2
-74.00300451,40.70755266,2,0,1,0.0
-73.94048767,40.8156555,2,0,1,0.0
-73.98373582,40.72579598,3,0,1,0.08
-73.91894337,40.86446252,3,0,1,0.2
-73.9398319,40.82570632,3,0,1,0.0
-73.91894337,40.86446252,3,0,1,0.2
-73.94957789,40.82438255,3,0,1,0.0
-73.97416303,40.7939517,3,0,1,0.0
-73.91894337,40.86446252,3,0,1,0.2
-73.92998844,40.86779358,3,0,1,0.0
-73.93001006,40.79916755,4,0,1,0.0
-73.91894337,40.86446252,4,0,1,0.52
-73.91894337,40.86446252,4,0,1,0.52
-73.95092037,40.82168507,4,0,1,0.0
-73.91894337,40.86446252,4,0,1,0.52
-74.00010465,40.73873864,4,0,1,0.04
-73.96859106,40.77659071,4,0,1,0.0
-73.91800384,40.86408584,5,0,1,0.0
-73.91894337,40.86446252,5,0,1,0.0
-73.97957232,40.72594902,6,0,1,0.0
-73.97957232,40.72594902,7,0,1,0.0
-73.95303443,40.7801253,7,0,1,0.2
-73.95303443,40.7801253,8,0,1,0.32
-74.00941937,40.72070521,9,0,1,0.0
-73.97930576,40.78266091,9,0,1,0.04
-73.98420321,40.76312464,9,0,1,0.24
-73.98420321,40.76312464,9,0,1,0.24
-73.98425735,40.76314111,9,0,1,0.24
-73.98405576,40.74572842,9,0,1,0.24
-73.94316429,40.80766696,9,0,1,0.0
-73.99341485,40.7341904,9,0,1,0.08
-73.98420321,40.76312464,9,0,1,0.24
-73.9801317,40.7254084,9,0,1,0.04
-73.98420321,40.76312464,9,0,1,0.24
-73.94905904,40.81304389,10,0,1,0.0
-74.00941937,40.72070521,10,0,1,0.0
-74.01009759,40.72065849,10,0,1,0.0
-73.98176185,40.74073263,10,0,1,0.0
-74.00643483,40.7095562,10,0,1,0.04
-74.00823264,40.72196789,11,0,1,0.12
-73.99341485,40.7341904,11,0,1,0.12
-73.98724809,40.73506271,11,0,1,0.0
-73.99996752,40.73958403,11,0,1,0.0
-74.00823264,40.72196789,11,0,1,0.12
-74.01018409,40.72011502,11,0,1,0.0
-74.00810646,40.72272546,11,0,1,0.12
-73.95273953,40.8191552,11,0,1,0.0
-74.00823264,40.72196789,12,0,1,0.4
-73.93403493,40.85617217,12,0,1,0.0
-74.00823264,40.72196789,12,0,1,0.4
-73.93694412,40.84559845,12,0,1,0.0
-74.00095616,40.73170658,12,0,1,0.0
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-74.01009759,40.72065849,12,0,1,0.0
-74.00823264,40.72196789,12,0,1,0.4
-73.9792965,40.77762981,12,0,1,0.0
-73.9961398,40.72230847,12,0,1,0.0
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-74.00823264,40.72196789,12,0,1,0.4
-73.98453611,40.72860672,13,0,1,0.0
-73.92941921,40.85567264,13,0,1,0.12
-74.00823264,40.72196789,13,0,1,0.28
-74.00823264,40.72196789,13,0,1,0.28
-74.00823264,40.72196789,13,0,1,0.28
-73.98186357,40.75151128,13,0,1,0.0
-73.9924177,40.745216,13,0,1,0.0
-74.00823264,40.72196789,13,0,1,0.28
-73.93298663,40.85255953,13,0,1,0.04
-74.00823264,40.72196789,13,0,1,0.28
-74.00823264,40.72196789,13,0,1,0.28
-74.00823264,40.72196789,13,0,1,0.28
-73.97621721,40.78605555,13,0,1,0.0
-74.00823264,40.72196789,13,0,1,0.28
-74.00823264,40.72196789,13,0,1,0.28
-73.94561131,40.7969939,14,0,1,0.0
-74.00823264,40.72196789,14,0,1,0.52
-73.96468395,40.79166283,14,0,1,0.0
-73.98151253,40.76788911,14,0,1,0.0
-74.00823264,40.72196789,14,0,1,0.52
-74.00823264,40.72196789,14,0,1,0.52
-74.00823264,40.72196789,14,0,1,0.52
-73.99985209,40.72179252,15,0,1,0.0
-73.92673485,40.8608612,15,0,1,0.4
-74.00823264,40.72196789,15,0,1,0.68
-73.92673485,40.8608612,15,0,1,0.4
-74.00823264,40.72196789,16,0,1,0.72
-74.00823264,40.72196789,16,0,1,0.72
-74.00823264,40.72196789,16,0,1,0.72
-73.95252118,40.80110856,16,0,1,0.08
-73.97212466,40.74568223,16,0,1,0.0
-73.96476706,40.79156679,16,0,1,0.08
-73.96476706,40.79156679,16,0,1,0.08
-73.95548508,40.81954879,16,0,1,0.04
-73.95642085,40.80296279,16,0,1,0.0
-73.94959885,40.79192895,17,0,1,0.0
-73.92214111,40.86914718,17,0,1,0.0
-73.94664702,40.81157163,17,0,1,0.0
-73.92673485,40.8608612,17,0,1,0.32
-74.00978123,40.70359708,17,0,1,0.0
-73.92673485,40.8608612,17,0,1,0.32
-73.94056681,40.82816871,17,0,1,0.08
-73.94056681,40.82816871,17,0,1,0.08
-73.9208347,40.86709051,18,0,1,0.04
-73.92673485,40.8608612,18,0,1,0.48
-73.93578034,40.84181011,18,0,1,0.08
-74.00823264,40.72196789,18,0,1,0.88
-73.92154994,40.86456039,18,0,1,0.0
-73.98130116,40.73638213,18,0,1,0.0
-73.92673485,40.8608612,18,0,1,0.48
-73.92154994,40.86456039,18,0,1,0.0
-73.94165508,40.79447505,18,0,1,0.0
-73.93449822,40.84457605,19,0,1,0.0
-73.92154994,40.86456039,19,0,1,0.08
-74.00823264,40.72196789,19,0,1,0.8
-73.91801316,40.86239511,19,0,1,0.0
-73.95257101,40.80213511,20,0,1,0.12
-73.9528537,40.78038872,20,0,1,0.0
-73.92673485,40.8608612,20,0,1,0.4
-73.9364989,40.84628987,20,0,1,0.04
-73.94690018,40.8066779,20,0,1,0.0
-73.93459112,40.84566575,20,0,1,0.12
-73.9356483,40.84754647,20,0,1,0.04
-73.99181916,40.74082162,20,0,1,0.0
-73.93557193,40.84429395,20,0,1,0.12
-73.93468523,40.84552034,20,0,1,0.12
-73.95916091,40.77004072,20,0,1,0.0
-73.9457318,40.8219682,20,0,1,0.04
-73.92941921,40.85567264,20,0,1,0.44
-73.95519143,40.82103631,20,0,1,0.12
-73.93540303,40.84701386,21,0,1,0.0
-73.95519143,40.82103631,21,0,1,0.08
-73.94959885,40.79192895,21,0,1,0.16
-73.99177586,40.7408024,21,0,1,0.0
-73.97209095,40.78307933,22,0,1,0.04
-73.99772288,40.74251814,22,0,1,0.04
-73.92161287,40.86638017,22,0,1,0.08
-73.92879502,40.85455791,22,0,1,0.24
-74.01637109,40.70572353,22,0,1,0.12
-74.01637109,40.70572353,22,0,1,0.12
-73.95936318,40.79946159,22,0,1,0.12
-73.92161287,40.86638017,22,0,1,0.08
-74.01567905,40.70768338,22,0,1,0.12
-73.97209095,40.78307933,22,0,1,0.04
-73.95245707,40.79984321,22,0,1,0.2
-73.96768262,40.75944323,22,0,1,0.0
-73.95297806,40.82416166,22,0,1,0.12
-73.98664608,40.73215595,22,0,1,0.0
-73.918181,40.87289918,22,0,1,0.24
-73.98214389,40.74252501,22,0,1,0.04
-73.94034681,40.79142773,22,0,1,0.12
-74.01565676,40.70488373,22,0,1,0.12
-73.93828971,40.84446561,22,0,1,0.0
-73.93593569,40.84187332,22,0,1,0.4
-73.97437266,40.74662146,23,0,1,0.0
-73.93395208,40.79399057,23,0,1,0.16
-73.98928667,40.71346168,23,0,1,0.0
-73.93578034,40.84181011,23,0,1,0.0
-73.95285786,40.80002179,23,0,1,0.48
-73.94580065,40.82615941,23,0,1,0.04
-73.93493731,40.85385615,23,0,1,0.24
-73.92879502,40.85455791,23,0,1,0.16
-73.93827921,40.82462134,23,0,1,0.0
-73.99073578,40.7205378,23,0,1,0.08
-73.99018451,40.76481606,23,0,1,0.0
-73.95513364,40.82101159,0,0,1,0.68
-73.95297806,40.82416166,0,0,1,0.2
-73.91778501,40.8627051,0,0,1,0.0
-73.98768155,40.73260346,0,0,1,0.0
-73.93071893,40.85377135,0,0,1,0.12
-73.93424121,40.84862709,0,0,1,0.24
-73.9791171,40.72796359,0,0,1,0.0
-73.98226831,40.73601997,0,0,1,0.0
-73.99611108,40.72001385,0,0,1,0.0
-73.93540303,40.84701386,0,0,1,0.24
-73.9502043,40.78398046,0,0,1,0.0
-73.94830192,40.80642877,0,0,1,0.12
-73.9812818,40.72822197,0,0,1,0.12
-73.96991703,40.75139075,0,0,1,0.0
-73.96835477,40.78824945,0,0,1,0.2
-73.98237655,40.72243345,0,0,1,0.16
-73.96991703,40.75139075,0,0,1,0.0
-73.9958728,40.72296721,0,0,1,0.24
-73.9958728,40.72296721,0,0,1,0.24
-73.95252857,40.80087801,0,0,1,0.24
-73.98620212,40.73288875,0,0,1,0.0
-73.95257668,40.78910863,0,0,1,0.0
-73.92323349,40.86874993,1,0,1,0.04
-74.00890194,40.73613078,1,0,1,0.12
-73.93805194,40.82810975,1,0,1,0.0
-73.96859106,40.77659071,1,0,1,0.04
-73.93934618,40.82343893,1,0,1,0.16
-73.93397221,40.85016672,1,0,1,0.16
-73.94069196,40.82964543,1,0,1,0.16
-73.93393246,40.85015023,1,0,1,0.16
-73.94069196,40.82964543,1,0,1,0.16
-73.95425354,40.81886762,1,0,1,0.24
-73.93789928,40.84842601,1,0,1,0.08
-73.951711,40.78769747,1,0,1,0.0
-73.9931046,40.73357556,1,0,1,0.0
-73.94087286,40.82939027,1,0,1,0.16
-73.95415239,40.81884287,1,0,1,0.24
-73.94069196,40.82964543,1,0,1,0.16
-73.92941921,40.85567264,1,0,1,0.28
-74.00706917,40.70493673,1,0,1,0.0
-73.98419848,40.73740361,1,0,1,0.56
-73.94575396,40.77706446,1,0,1,0.12
-73.99632948,40.75011283,1,0,1,0.32
-73.94534159,40.78238082,1,0,1,0.04
-73.94081859,40.82946983,1,0,1,0.16
-73.94081859,40.82946983,1,0,1,0.16
-73.95338332,40.80269536,1,0,1,0.12
-73.95075754,40.80248567,2,0,1,0.04
-73.92788216,40.86633485,2,0,1,0.28
-73.99776613,40.74412931,2,0,1,0.04
-73.92775748,40.86129551,2,0,1,0.08
-73.99340163,40.72194879,2,0,1,0.0
-73.96160034,40.79698662,2,0,1,0.0
-73.99760118,40.714722,2,0,1,0.04
-73.94592706,40.82623083,2,0,1,0.0
-73.94284545,40.83402708,2,0,1,0.0
-74.00748755,40.70493121,2,0,1,0.0
-73.9272684,40.86553576,2,0,1,0.0
-73.93001006,40.79916755,2,0,1,0.76
-73.92787523,40.86606038,3,0,1,0.08
-74.00831334,40.73271086,3,0,1,0.0
-73.9397772,40.85022204,3,0,1,0.0
-73.9766502,40.71494472,3,0,1,0.0
-73.96835477,40.78824945,3,0,1,0.0
-73.92337657,40.86381231,3,0,1,0.0
-73.9866354,40.76741498,3,0,1,0.0
-74.00010823,40.72281906,3,0,1,0.0
-73.91999746,40.86579718,3,0,1,0.2
-73.92922502,40.86150776,3,0,1,0.0
-73.94188746,40.83442733,3,0,1,0.0
-73.93199346,40.85169711,4,0,1,0.0
-73.94269735,40.83394741,4,0,1,0.0
